Time,Value,Over Threshold
11:39:01.956521,0.002,False
11:39:02.056493,0.002,False
11:39:02.156542,0.002,False
11:39:02.256563,0.002,False
11:39:02.356629,0.002,False
11:39:02.456503,0.002,False
11:39:02.556532,0.002,False
11:39:02.656555,0.002,False
11:39:02.756680,0.002,False
11:39:02.856509,0.002,False
11:39:02.956517,0.002,False
11:39:03.056604,0.002,False
11:39:03.156520,0.002,False
11:39:03.256495,0.002,False
11:39:03.356507,0.002,False
11:39:03.456559,0.002,False
11:39:03.566106,0.002,False
11:39:03.656532,0.002,False
